nacchoid,link from,link to,state,Notes
MN063,LakeWood Health Center - Public Health,MN079,MN,
MN063,LakeWood Health Center - Public Health,MN080,MN,
MN063,LakeWood Health Center - Public Health,MN078,MN,
MN063,LakeWood Health Center - Public Health,MN074,MN,
MN063,LakeWood Health Center - Public Health,MN073,MN,
MN064,Nicollet County Public Health,MN005,MN,
MN064,Nicollet County Public Health,MN050,MN,
MN064,Nicollet County Public Health,MN006,MN,
MN064,Nicollet County Public Health,MN059,MN,
MN064,Nicollet County Public Health,MN068,MN,
MN065,Todd County Health & Human Services - Public Health,MN083,MN,
MN065,Todd County Health & Human Services - Public Health,MN081,MN,
MN065,Todd County Health & Human Services - Public Health,MN051,MN,
MN065,Todd County Health & Human Services - Public Health,MN082,MN,
MN065,Todd County Health & Human Services - Public Health,MN056,MN,
MN068,Waseca County Public Health Services,MN006,MN,
MN068,Waseca County Public Health Services,MN019,MN,
MN068,Waseca County Public Health Services,MN050,MN,
MN068,Waseca County Public Health Services,MN064,MN,
MN068,Waseca County Public Health Services,MN016,MN,
MN069,McLeod County Public Health Nursing,MN095,MN,
MN069,McLeod County Public Health Nursing,MN090,MN,
MN069,McLeod County Public Health Nursing,MN070,MN,
MN069,McLeod County Public Health Nursing,MN090,MN,
MN069,McLeod County Public Health Nursing,MN059,MN,
MN070,Meeker County Public Health,MN069,MN,
MN070,Meeker County Public Health,MN090,MN,
MN070,Meeker County Public Health,MN059,MN,
MN071,Kittson Memorial Home Healthcare,MN074,MN,
MN071,Kittson Memorial Home Healthcare,MN073,MN,
MN071,Kittson Memorial Home Healthcare,MN072,MN,
MN074,Inter-County Nursing Service,MN079,,
MN074,Inter-County Nursing Service,MN071,MN,
MN074,Inter-County Nursing Service,MN073,MN,
MN074,Inter-County Nursing Service,MN072,MN,
MN076,Benton County Public Health,MN083,MN,
MN076,Benton County Public Health,MN081,MN,
MN076,Benton County Public Health,MN049,MN,
MN076,Benton County Public Health,MN051,MN,
MN076,Benton County Public Health,MN056,MN,
MN078,Beltrami County Health & Human Services - Public Health,MN083,MN,
MN078,Beltrami County Health & Human Services - Public Health,MN080,MN,
MN078,Beltrami County Health & Human Services - Public Health,MN079,MN,
MN078,Beltrami County Health & Human Services - Public Health,MN063,MN,
MN078,Beltrami County Health & Human Services - Public Health,MN073,MN,
MN081,Morrison County Public Health,MN076,MN,
MN081,Morrison County Public Health,MN026,MN,
MN081,Morrison County Public Health,MN051,MN,
MN081,Morrison County Public Health,MN065,MN,
MN081,Morrison County Public Health,MN082,MN,
MN082,Wadena County Public Health,MN083,MN,
MN082,Wadena County Public Health,MN081,MN,
MN082,Wadena County Public Health,MN051,MN,
MN082,Wadena County Public Health,MN065,MN,
MN085,Itasca County Health & Human Services - Public Health,MN008,MN,
MN085,Itasca County Health & Human Services - Public Health,MN025,MN,
MN085,Itasca County Health & Human Services - Public Health,MN086,MN,
MN085,Itasca County Health & Human Services - Public Health,MN084,MN,
MN085,Itasca County Health & Human Services - Public Health,MO102,MN,
MN086,Koochiching County Health & Human Services - Public Health,MN084,MN,
MN086,Koochiching County Health & Human Services - Public Health,MN008,MN,
MN086,Koochiching County Health & Human Services - Public Health,MN025,MN,
MN086,Koochiching County Health & Human Services - Public Health,MN085,MN,
MN086,Koochiching County Health & Human Services - Public Health,MN061,MN,
MN097,Renville County Public Health Services,MN013,MN,
MN097,Renville County Public Health Services,MN095,MN,
MN097,Renville County Public Health Services,MN090,MN,
MN097,Renville County Public Health Services,MN050,MN,
MN097,Renville County Public Health Services,MN070,MN,
MO001,Adair County Health Department/Home Health Agency,MO058,MO,
MO001,Adair County Health Department/Home Health Agency,MO090,MO,
MO001,Adair County Health Department/Home Health Agency,MO094,MO,
MO004,Audrain City-County Health Unit,MO025,MO,
MO004,Audrain City-County Health Unit,MO013,MO,
MO004,Audrain City-County Health Unit,MO024,MO,
MO004,Audrain City-County Health Unit,MO132,MO,
MO004,Audrain City-County Health Unit,MO102,MO,
MO007,Bates County Health Center,MO008,MO,
MO007,Bates County Health Center,MO038,MO,
MO007,Bates County Health Center,MO047,MO,
MO007,Bates County Health Center,MO077,MO,
MO007,Bates County Health Center,MO109,MO,
MO008,Benton County Health Department,MO007,MO,
MO008,Benton County Health Department,MO038,MO,
MO008,Benton County Health Department,MO047,MO,
MO008,Benton County Health Department,MO052,MO,
MO008,Benton County Health Department,MO077,MO,
MO009,Bollinger County Health Department,MO011,MO,
MO009,Bollinger County Health Department,MO059,MO,
MO009,Bollinger County Health Department,MO015,MO,
MO009,Bollinger County Health Department,MO112,MO,
MO009,Bollinger County Health Department,MO111,MO,
MO012,Caldwell County Health Department,MO016,MO,
MO012,Caldwell County Health Department,MO023,MO,
MO012,Caldwell County Health Department,MO030,MO,
MO012,Caldwell County Health Department,MO036,MO,
MO012,Caldwell County Health Department,MO057,MO,
MO013,Callaway County Health Department,MO025,MO,
MO013,Callaway County Health Department,MO024,MO,
MO013,Callaway County Health Department,MO026,MO,
MO013,Callaway County Health Department,MO067,MO,
MO013,Callaway County Health Department,MO132,MO,
MO014,Camden County Health Department,MO026,MO,
MO014,Camden County Health Department,MO041,MO,
MO014,Camden County Health Department,MO063,MO,
MO014,Camden County Health Department,MO065,MO,
MO014,Camden County Health Department,MO068,MO,
MO015,Cape Girardeau County Public Health Center,MO009,MO,
MO015,Cape Girardeau County Public Health Center,MO059,MO,
MO015,Cape Girardeau County Public Health Center,MO112,MO,
MO015,Cape Girardeau County Public Health Center,MO103,MO,
MO015,Cape Girardeau County Public Health Center,MO110,MO,
MO016,Carroll County Health Department,MO012,MO,
MO016,Carroll County Health Department,MO030,MO,
MO016,Carroll County Health Department,MO036,MO,
MO016,Carroll County Health Department,MO057,MO,
MO016,Carroll County Health Department,MO086,MO,
MO017,Carter County Health Center,MO032,MO,
MO017,Carter County Health Center,MO074,MO,
MO017,Carter County Health Center,MO087,MO,
MO017,Carter County Health Center,MO093,MO,
MO017,Carter County Health Center,MO114,MO,
MO018,Cass County Health Department,MO007,MO,
MO018,Cass County Health Department,MO025,MO,
MO018,Cass County Health Department,MO042,MO,
MO018,Cass County Health Department,MO049,MO,
MO018,Cass County Health Department,MO080,MO,
MO019,Chariton County Health Center,MO001,MO,
MO019,Chariton County Health Center,MO056,MO,
MO019,Chariton County Health Center,MO058,MO,
MO019,Chariton County Health Center,MO085,MO,
MO019,Chariton County Health Center,MO089,MO,
MO021,Clark County Health Department,MO050,MO,
MO021,Clark County Health Department,MO054,MO,
MO021,Clark County Health Department,MO060,MO,
MO021,Clark County Health Department,MO091,MO,
MO021,Clark County Health Department,MO094,MO,
MO022,Clay County Public Health Center,MO025,MO,
MO022,Clay County Public Health Center,MO049,MO,
MO022,Clay County Public Health Center,MO095,MO,
MO024,Cole County Health Department,MO004,MO,
MO024,Cole County Health Department,MO013,MO,
MO024,Cole County Health Department,MO026,MO,
MO024,Cole County Health Department,MO025,MO,
MO025,Columbia/Boone County Health Department,MO024,MO,
MO025,Columbia/Boone County Health Department,MO042,MO,
MO025,Columbia/Boone County Health Department,MO049,MO,
MO025,Columbia/Boone County Health Department,MO022,MO,
MO025,Columbia/Boone County Health Department,MO095,MO,
MO026,Cooper County Public Health Center,MO013,MO,
MO026,Cooper County Public Health Center,MO024,MO,
MO026,Cooper County Public Health Center,MO025,MO,
MO026,Cooper County Public Health Center,MO065,MO,
MO026,Cooper County Public Health Center,MO068,MO,
MO027,Crawford County Nursing Service/Health Department,MO031,MO,
MO027,Crawford County Nursing Service/Health Department,MO051,MO,
MO027,Crawford County Nursing Service/Health Department,MO078,MO,
MO027,Crawford County Nursing Service/Health Department,MO082,MO,
MO027,Crawford County Nursing Service/Health Department,MO110,MO,
MO028,Dade County Health Department,MO029,MO,
MO028,Dade County Health Department,MO039,MO,
MO028,Dade County Health Department,MO081,MO,
MO028,Dade County Health Department,MO113,MO,
MO030,Daviess County Health Department,MO012,MO,
MO030,Daviess County Health Department,MO036,MO,
MO030,Daviess County Health Department,MO037,MO,
MO030,Daviess County Health Department,MO057,MO,
MO030,Daviess County Health Department,MO062,MO,
MO031,Dent County Health Center,MO027,MO,
MO031,Dent County Health Center,MO051,MO,
MO031,Dent County Health Center,MO078,MO,
MO031,Dent County Health Center,MO082,MO,
MO032,Douglas County Health Department,MO130,MO,
MO032,Douglas County Health Department,MO074,MO,
MO032,Douglas County Health Department,MO093,MO,
MO032,Douglas County Health Department,MO107,MO,
MO032,Douglas County Health Department,MO114,MO,
MO033,Dunklin County Health Department,MO064,MO,
MO033,Dunklin County Health Department,MO069,MO,
MO033,Dunklin County Health Department,MO075,MO,
MO033,Dunklin County Health Department,MO098,MO,
MO033,Dunklin County Health Department,MO103,MO,
MO036,Grundy County Health Department,MO030,MO,
MO036,Grundy County Health Department,MO056,MO,
MO036,Grundy County Health Department,MO057,MO,
MO036,Grundy County Health Department,MO062,MO,
MO036,Grundy County Health Department,MO071,MO,
MO037,Harrison County Health Department,MO012,MO,
MO037,Harrison County Health Department,MO030,MO,
MO037,Harrison County Health Department,MO036,MO,
MO037,Harrison County Health Department,MO057,MO,
MO037,Harrison County Health Department,MO108,MO,
MO038,Henry County Health Center,MO007,MO,
MO038,Henry County Health Center,MO047,MO,
MO039,Hickory County Health Department,MO028,MO,
MO039,Hickory County Health Department,MO029,MO,
MO039,Hickory County Health Department,MO032,MO,
MO039,Hickory County Health Department,MO081,MO,
MO039,Hickory County Health Department,MO113,MO,
MO041,Howard County Health Department,MO013,MO,
MO041,Howard County Health Department,MO014,MO,
MO041,Howard County Health Department,MO025,MO,
MO041,Howard County Health Department,MO063,MO,
MO041,Howard County Health Department,MO026,MO,
MO044,Jackson County Health Department,MO022,MO,
MO044,Jackson County Health Department,MO042,MO,
MO044,Jackson County Health Department,KS036,KS,
MO044,Jackson County Health Department,MO049,MO,
MO045,Jasper County Health Department,MO006,MO,
MO045,Jasper County Health Department,MO048,MO,
MO045,Jasper County Health Department,MO061,MO,
MO045,Jasper County Health Department,MO070,MO,
MO045,Jasper County Health Department,MO095,MO,
MO046,Jefferson County Health Department,MO025,MO,
MO046,Jefferson County Health Department,MO096,MO,
MO046,Jefferson County Health Department,MO101,MO,
MO046,Jefferson County Health Department,MO102,MO,
MO047,Johnson County Community Health Services,MO007,MO,
MO047,Johnson County Community Health Services,MO008,MO,
MO047,Johnson County Community Health Services,MO038,MO,
MO047,Johnson County Community Health Services,MO052,MO,
MO047,Johnson County Community Health Services,MO077,MO,
MO048,Joplin City Health Department,MO025,mo,
MO048,Joplin City Health Department,MO045,MO,
MO048,Joplin City Health Department,MO070,MO,
MO048,Joplin City Health Department,MO095,MO,
MO049,Kansas City Health Department,CA040,CA,
MO049,Kansas City Health Department,IL013,IL,
MO049,Kansas City Health Department,DC001,DC,
MO049,Kansas City Health Department,TX146,TX,
MO049,Kansas City Health Department,WA022,WA,
MO050,Knox County Health Department,MO001,MO,
MO050,Knox County Health Department,MO054,MO,
MO050,Knox County Health Department,MO083,MO,
MO050,Knox County Health Department,MO091,MO,
MO050,Knox County Health Department,MO094,MO,
MO051,Laclede County Health Department,MO027,MO,
MO051,Laclede County Health Department,MO029,MO,
MO051,Laclede County Health Department,MO031,MO,
MO051,Laclede County Health Department,MO078,MO,
MO051,Laclede County Health Department,MO082,MO,
MO052,Lafayette County Health Department,MO047,MO,
MO052,Lafayette County Health Department,MO077,MO,
MO056,Linn County Health Center,MO036,MO,
MO056,Linn County Health Center,MO057,MO,
MO056,Linn County Health Center,MO071,MO,
MO056,Linn County Health Center,MO083,MO,
MO056,Linn County Health Center,MO094,MO,
MO057,Livingston County Health Center,MO016,MO,
MO057,Livingston County Health Center,MO036,MO,
MO057,Livingston County Health Center,MO037,MO,
MO057,Livingston County Health Center,MO056,MO,
MO057,Livingston County Health Center,MO030,MO,
MO058,Macon County Health Department,MO001,MO,
MO058,Macon County Health Department,MO050,MO,
MO058,Macon County Health Department,MO083,MO,
MO058,Macon County Health Department,MO090,MO,
MO058,Macon County Health Department,MO094,MO,
MO059,Madison County Health Department,MO015,MO,
MO059,Madison County Health Department,MO064,MO,
MO059,Madison County Health Department,MO009,MO,
MO059,Madison County Health Department,MO112,MO,
MO059,Madison County Health Department,MO110,MO,
MO061,McDonald County Health Department,MO005,MO,
MO061,McDonald County Health Department,MO048,MO,
MO061,McDonald County Health Department,MO070,MO,
MO062,Mercer County Health Department,MO036,MO,
MO062,Mercer County Health Department,MO037,MO,
MO062,Mercer County Health Department,MO057,,
MO062,Mercer County Health Department,MO083,MO,
MO062,Mercer County Health Department,MO108,MO,
MO063,Miller County Health Department,MO024,MO,
MO063,Miller County Health Department,MO026,,
MO063,Miller County Health Department,MO014,MO,
MO063,Miller County Health Department,MO065,MO,
MO063,Miller County Health Department,MO068,MO,
MO064,Mississippi County Health Department,MO033,MO,
MO064,Mississippi County Health Department,MO059,MO,
MO064,Mississippi County Health Department,MO075,MO,
MO064,Mississippi County Health Department,MO098,MO,
MO064,Mississippi County Health Department,MO112,MO,
MO065,Moniteau County Health Center,MO004,MO,
MO065,Moniteau County Health Center,MO024,MO,
MO065,Moniteau County Health Center,MO025,MO,
MO065,Moniteau County Health Center,MO063,MO,
MO065,Moniteau County Health Center,MO026,MO,
MO066,Monroe County Health Department,MO021,MO,
MO066,Monroe County Health Department,MO054,MO,
MO066,Monroe County Health Department,MO058,MO,
MO066,Monroe County Health Department,MO085,MO,
MO066,Monroe County Health Department,MO094,MO,
MO069,New Madrid County Health Department,MO033,MO,
MO069,New Madrid County Health Department,MO064,MO,
MO069,New Madrid County Health Department,MO075,MO,
MO069,New Madrid County Health Department,MO098,MO,
MO069,New Madrid County Health Department,MO103,MO,
MO070,Newton County Health Department,MO045,MO,
MO070,Newton County Health Department,MO048,MO,
MO071,Nodaway County Health Department,MO002,MO,
MO071,Nodaway County Health Department,MO030,MO,
MO071,Nodaway County Health Department,MO036,MO,
MO071,Nodaway County Health Department,MO057,MO,
MO071,Nodaway County Health Department,MO062,MO,
MO072,Oregon County Health Department,MO017,MO,
MO072,Oregon County Health Department,MO032,MO,
MO072,Oregon County Health Department,MO130,MO,
MO072,Oregon County Health Department,MO107,MO,
MO072,Oregon County Health Department,MO114,MO,
MO075,Pemiscot County Health Department,MO033,MO,
MO075,Pemiscot County Health Department,MO064,MO,
MO075,Pemiscot County Health Department,MO069,MO,
MO075,Pemiscot County Health Department,MO098,MO,
MO075,Pemiscot County Health Department,MO103,MO,
MO076,Perry County Health Department,MO009,MO,
MO076,Perry County Health Department,MO015,MO,
MO076,Perry County Health Department,MO112,MO,
MO076,Perry County Health Department,MO099,MO,
MO076,Perry County Health Department,MO110,MO,
MO077,Pettis County Health Center,MO007,MO,
MO077,Pettis County Health Center,MO038,MO,
MO077,Pettis County Health Center,MO047,MO,
MO077,Pettis County Health Center,MO008,MO,
MO077,Pettis County Health Center,MO089,MO,
MO078,Phelps/Maries County Health Department,MO027,MO,
MO078,Phelps/Maries County Health Department,MO031,MO,
MO078,Phelps/Maries County Health Department,MO025,MO,
MO078,Phelps/Maries County Health Department,MO082,MO,
MO078,Phelps/Maries County Health Department,MO094,MO,
MO079,"Pike County Health Department, Home Health and Hospice",MO004,MO,
MO079,"Pike County Health Department, Home Health and Hospice",MO055,MO,
MO079,"Pike County Health Department, Home Health and Hospice",MO060,MO,
MO079,"Pike County Health Department, Home Health and Hospice",MO084,MO,
MO080,Platte County Health Department,MO018,MO,
MO080,Platte County Health Department,MO044,MO,
MO080,Platte County Health Department,KS036,KS,
MO080,Platte County Health Department,MO049,MO,
MO080,Platte County Health Department,MO022,MO,
MO081,Polk County Health Center,MO020,MO,
MO081,Polk County Health Center,MO039,MO,
MO081,Polk County Health Center,MO059,MO,
MO081,Polk County Health Center,MO095,MO,
MO081,Polk County Health Center,MO106,MO,
MO083,Putnam County Health Department,MO036,MO,
MO083,Putnam County Health Department,MO050,MO,
MO083,Putnam County Health Department,MO056,MO,
MO083,Putnam County Health Department,MO085,MO,
MO083,Putnam County Health Department,MO094,MO,
MO084,Ralls County Health Department and Home Health Agency,MO054,MO,
MO084,Ralls County Health Department and Home Health Agency,MO060,MO,
MO084,Ralls County Health Department and Home Health Agency,MO066,MO,
MO084,Ralls County Health Department and Home Health Agency,MO079,MO,
MO084,Ralls County Health Department and Home Health Agency,MO094,MO,
MO085,Randolph County Health Department,MO001,MO,
MO085,Randolph County Health Department,MO021,MO,
MO085,Randolph County Health Department,MO058,MO,
MO085,Randolph County Health Department,MO066,MO,
MO085,Randolph County Health Department,MO094,MO,
MO087,Reynolds County Health Center,MO043,MO,
MO087,Reynolds County Health Center,MO059,MO,
MO087,Reynolds County Health Center,MO107,MO,
MO087,Reynolds County Health Center,MO114,MO,
MO087,Reynolds County Health Center,MO093,MO,
MO088,Ripley County Public Health Center,AR060,AR,
MO091,Scotland County Health Department,MO021,MO,
MO091,Scotland County Health Department,MO050,MO,
MO091,Scotland County Health Department,MO054,MO,
MO091,Scotland County Health Department,MO090,MO,
MO091,Scotland County Health Department,MO094,Mo,
MO093,Shannon County Health Department,MO017,MO,
MO093,Shannon County Health Department,MO032,MO,
MO093,Shannon County Health Department,MO130,MO,
MO093,Shannon County Health Department,MO107,MO,
MO093,Shannon County Health Department,MO114,MO,
MO094,Shelby County Health Department,MO050,MO,
MO094,Shelby County Health Department,MO054,MO,
MO094,Shelby County Health Department,MO058,MO,
MO094,Shelby County Health Department,MO084,MO,
MO094,Shelby County Health Department,MO085,MO,
MO099,Ste. Genevieve County Health Department,MO015,MO,
MO099,Ste. Genevieve County Health Department,MO046,MO,
MO099,Ste. Genevieve County Health Department,MO076,MO,
MO099,Ste. Genevieve County Health Department,MO112,MO,
MO099,Ste. Genevieve County Health Department,MO110,MO,
MO100,City of St. Joseph Health Department,MO025,MO,
MO100,City of St. Joseph Health Department,MO036,MO,
MO100,City of St. Joseph Health Department,MO040,MO,
MO100,City of St. Joseph Health Department,MO049,MO,
MO100,City of St. Joseph Health Department,MO108,MO,
MO101,St. Louis City Department of Health,MO046,MO,
MO101,St. Louis City Department of Health,MO096,MO,
MO101,St. Louis City Department of Health,MO102,MO,
MO102,Saint Louis County Department of Public Health,CO085,CO,
MO102,Saint Louis County Department of Public Health,MO049,MO,
MO102,Saint Louis County Department of Public Health,KY032,KY,
MO102,Saint Louis County Department of Public Health,MD004,MD,
MO102,Saint Louis County Department of Public Health,WA022,WA,
MO105,Sullivan County Health Department,MO083,MO,
MO105,Sullivan County Health Department,MO094,MO,
MO106,Taney County Health Department,MO005,MO,
MO106,Taney County Health Department,City of Kerrville Health Department,MO,No idea. There is a Kerrville in TX. Remove.
MO106,Taney County Health Department,MO022,MO,
MO106,Taney County Health Department,MO049,MO,
MO106,Taney County Health Department,MO095,MO,
MO108,Tri-County Health Department,MO002,MO,
MO108,Tri-County Health Department,MO100,MO,
MO108,Tri-County Health Department,MO036,MO,
MO108,Tri-County Health Department,MO037,MO,
MO108,Tri-County Health Department,MO040,MO,
MO112,St. Francois County Health Center,MO046,MO,
MO112,St. Francois County Health Center,MO059,MO,
MO112,St. Francois County Health Center,MO015,MO,
MO112,St. Francois County Health Center,MO099,MO,
MO112,St. Francois County Health Center,MO110,MO,
MO113,Webster County Health Unit,MO028,MO,
MO113,Webster County Health Unit,MO029,MO,
MO113,Webster County Health Unit,MO039,MO,
MO113,Webster County Health Unit,MO081,MO,
MO114,Wright County Health Department,MO032,MO,
MO114,Wright County Health Department,MO130,MO,
MO114,Wright County Health Department,MO072,MO,
MO114,Wright County Health Department,MO074,MO,
MO114,Wright County Health Department,MO107,MO,
MO130,Howell County Health Department,MO032,MO,
MO130,Howell County Health Department,MO107,MO,
MO130,Howell County Health Department,MO114,MO,
MO132,Osage County Health Department,MO024,MO,
MO132,Osage County Health Department,MO025,MO,
MO132,Osage County Health Department,MO026,MO,
MO132,Osage County Health Department,MO035,MO,
MO132,Osage County Health Department,MO013,MO,
MS014,Public Health District 9 - Coastal/Plains / Mississippi Department of Health,MI018,MS,
MS014,Public Health District 9 - Coastal/Plains / Mississippi Department of Health,MS091,MS,
MS014,Public Health District 9 - Coastal/Plains / Mississippi Department of Health,MS085,MS,
MS014,Public Health District 9 - Coastal/Plains / Mississippi Department of Health,MS089,MS,
MS014,Public Health District 9 - Coastal/Plains / Mississippi Department of Health,MS088,MS,
MS025,Public Health District 3 - Delta/Hills / Mississippi Department of Health,MS014,MS,
MS025,Public Health District 3 - Delta/Hills / Mississippi Department of Health,MS085,MS,
MS025,Public Health District 3 - Delta/Hills / Mississippi Department of Health,MS086,MS,
MS025,Public Health District 3 - Delta/Hills / Mississippi Department of Health,MS089,MS,
MS025,Public Health District 3 - Delta/Hills / Mississippi Department of Health,MS090,MS,
MS087,Public Health District 1 - Northwest/Mississippi Department of Health,MS014,MS,
MS087,Public Health District 1 - Northwest/Mississippi Department of Health,MS085,MS,
MS087,Public Health District 1 - Northwest/Mississippi Department of Health,MS086,MS,
MS087,Public Health District 1 - Northwest/Mississippi Department of Health,MS089,MS,
MS087,Public Health District 1 - Northwest/Mississippi Department of Health,MS090,MS,
MS089,Public Health District 7 - Southwest/Mississippi Department of Health,MS089,MS,
MS089,Public Health District 7 - Southwest/Mississippi Department of Health,MS089,MS,
MS089,Public Health District 7 - Southwest/Mississippi Department of Health,MS089,MS,
MS089,Public Health District 7 - Southwest/Mississippi Department of Health,MS089,MS,
MS089,Public Health District 7 - Southwest/Mississippi Department of Health,MS089,MS,
MS090,Public Health District 4 - Tombigbee/Mississippi Department of Health,MS025,MS,
MS090,Public Health District 4 - Tombigbee/Mississippi Department of Health,MS085,MS,
MS090,Public Health District 4 - Tombigbee/Mississippi Department of Health,MS086,MS,
MS090,Public Health District 4 - Tombigbee/Mississippi Department of Health,MS087,MS,
MS090,Public Health District 4 - Tombigbee/Mississippi Department of Health,MS091,MS,
MS091,Public Health District 5 - West Central/Mississippi Department of Health,MS025,MS,
MS091,Public Health District 5 - West Central/Mississippi Department of Health,MS086,MS,
MS091,Public Health District 5 - West Central/Mississippi Department of Health,MS087,MS,
MS091,Public Health District 5 - West Central/Mississippi Department of Health,MS090,MS,
MS091,Public Health District 5 - West Central/Mississippi Department of Health,MS088,MS,
MT001,Beaverhead County Health Department,MT005,MT,
MT001,Beaverhead County Health Department,MT017,MT,
MT001,Beaverhead County Health Department,MT024,MT,
MT001,Beaverhead County Health Department,MT027,MT,
MT001,Beaverhead County Health Department,MT030,MT,
MT010,Custer County Health Department,MT012,MT,
MT010,Custer County Health Department,MT034,MT,
MT010,Custer County Health Department,Northwest CHC,MT,"this is a clinic, remove"
MT010,Custer County Health Department,MT056,MT,
MT010,Custer County Health Department,MT051,MT,
MT012,Dawson County Health Department,MT010,MT,
MT012,Dawson County Health Department,MT014,MT,
MT012,Dawson County Health Department,MT026,MT,
MT012,Dawson County Health Department,MT044,MT,
MT012,Dawson County Health Department,MT056,MT,
MT016,Flathead City-County Health Department,MT017,MT,
MT016,Flathead City-County Health Department,MT027,MT,
MT016,Flathead City-County Health Department,MT034,MT,
MT016,Flathead City-County Health Department,MT056,MT,
MT021,Granite County Health Department,MT034,MT,
MT021,Granite County Health Department,MT043,MT,
MT026,Lake County Health Department,MT023,MT,
MT026,Lake County Health Department,MT027,MT,
MT026,Lake County Health Department,MT034,MT,
MT026,Lake County Health Department,MT016,MT,
MT026,Lake County Health Department,MT047,MT,
MT027,Lewis and Clark Public Health,MT016,MT,
MT027,Lewis and Clark Public Health,MT017,MT,
MT027,Lewis and Clark Public Health,MT034,MT,
MT027,Lewis and Clark Public Health,MT044,MT,
MT027,Lewis and Clark Public Health,MT056,MT,
MT029,Lincoln County Health Department,MT016,MT,
MT030,Madison County Health Department,MT013,MT,
MT030,Madison County Health Department,MT024,MT,
MT030,Madison County Health Department,MT001,MT,
MT031,McCone County Health Department,MT018,MT,
MT031,McCone County Health Department,MT012,MT,
MT031,McCone County Health Department,MT042,MT,
MT031,McCone County Health Department,MT044,MT,
MT031,McCone County Health Department,MT045,MT,
MT034,Missoula City-County Health Department,OR009,OR,
MT034,Missoula City-County Health Department,MT016,MT,
MT034,Missoula City-County Health Department,MT017,MT,
MT034,Missoula City-County Health Department,MT027,MT,
MT034,Missoula City-County Health Department,MT056,MT,
MT040,Powder River County Health Department,MT001,MT,
MT040,Powder River County Health Department,MT051,MT,
MT043,Ravalli County Public Health Nursing Department,MT026,MT,
MT043,Ravalli County Public Health Nursing Department,MT034,MT,
MT044,Richland County Health Department,MT027,MT,
MT045,Roosevelt County Health Department,MT012,MT,
MT046,Rosebud County Health Department,Billings Clinic,MT,"This is a non-profit clinic, not an LHD, remove"
MT046,Rosebud County Health Department,One Health,MT,"This is an FQHC, remove"
MT046,Rosebud County Health Department,MT046,MT,
MT048,Sheridan County Health Department,MT011,MT,
MT048,Sheridan County Health Department,MT012,MT,
MT048,Sheridan County Health Department,MT044,MT,
MT048,Sheridan County Health Department,MT045,MT,
MT048,Sheridan County Health Department,MT053,MT,
MT051,Teton County Health Department,MT019,MT,
MT051,Teton County Health Department,MT029,MT,
MT051,Teton County Health Department,MT039,MT,
MT051,Teton County Health Department,MT052,MT,
MT051,Teton County Health Department,MT053,MT,
MT052,Toole County Health Department,MT008,MT,
MT052,Toole County Health Department,MT039,MT,
MT052,Toole County Health Department,MT051,MT,
MT055,Wibaux County Health Department,MT007,MT,
MT055,Wibaux County Health Department,MT014,MT,
MT055,Wibaux County Health Department,MT012,MT,
MT055,Wibaux County Health Department,One Health -Custer County,MT,"This is an FQHC, remove"
MT055,Wibaux County Health Department,MT042,MT,
NC001,Alamance County Health Department,NC093,NC,
NC001,Alamance County Health Department,NC031,NC,
NC001,Alamance County Health Department,NC036,NC,
NC001,Alamance County Health Department,NC021,NC,
NC001,Alamance County Health Department,NC060,NC,
NC002,Alexander County Public Health,NC043,NC,
NC002,Alexander County Public Health,NC012,NC,
NC002,Alexander County Public Health,NC084,NC,
NC003,Anson County Health Department,NC003,NC,
NC004,Appalachian District Health Department,NC015,NC,
NC004,Appalachian District Health Department,NC020,NC,
NC004,Appalachian District Health Department,NC033,NC,
NC004,Appalachian District Health Department,NC060,NC,
NC004,Appalachian District Health Department,NC084,NC,
NC005,Beaufort County Health Department,NC093,NC,
NC005,Beaufort County Health Department,NC013,NC,
NC005,Beaufort County Health Department,NC065,NC,
NC005,Beaufort County Health Department,NC083,NC,
NC005,Beaufort County Health Department,NC085,NC,
NC007,Bladen County Health Services,NC003,NC,
NC007,Bladen County Health Services,NC021,NC,
NC007,Bladen County Health Services,NC037,NC,
NC007,Bladen County Health Services,NC047,NC,
NC007,Bladen County Health Services,NC067,NC,
NC009,Buncombe County Department of Health,NC010,NC,
NC009,Buncombe County Department of Health,NC038,NC,
NC009,Buncombe County Department of Health,NC039,NC,
NC009,Buncombe County Department of Health,NC051,NC,
NC009,Buncombe County Department of Health,NC078,NC,
NC010,Burke County Health Department,NC009,NC,
NC010,Burke County Health Department,NC041,NC,
NC010,Burke County Health Department,NC049,NC,
NC010,Burke County Health Department,NC012,NC,
NC010,Burke County Health Department,NC071,NC,
NC012,Caldwell County Health Department,NC010,NC,
NC012,Caldwell County Health Department,NC014,NC,
NC012,Caldwell County Health Department,NC071,NC,
NC012,Caldwell County Health Department,NC078,NC,
NC012,Caldwell County Health Department,NC082,NC,
NC014,Catawba County Public Health Department,NC093,NC,
NC014,Catawba County Public Health Department,NC012,NC,
NC014,Catawba County Public Health Department,NC021,NC,
NC014,Catawba County Public Health Department,NC060,NC,
NC014,Catawba County Public Health Department,NC074,NC,
NC015,Chatham County Public Health Department,NC031,NC,
NC015,Chatham County Public Health Department,NC004,NC,
NC015,Chatham County Public Health Department,NC081,NC,
NC016,Cherokee County Health Department,NC017,NC,
NC016,Cherokee County Health Department,NC089,NC,
